"COUNTY","SCHOOL","school_code"
"SAN DIEGO","SMYTHE ELEM",6085146
"SAN DIEGO","RIO SECO ELEM",6085153
"SAN DIEGO","HILL CREEK ELEM",6085161
"SONOMA","BINKLEY ELEM",6085229
"PLACER","CARLIN C COPPIN ELEMENTARY",6085252
"ORANGE","PLAVAN (URBAIN H) ELE",6085278
"ORANGE","MAMIE L NORTHCUTT ELEMENTARY",6085294
"ORANGE","KETTLER (WILLIAM E) E",6085310
"ORANGE","DE PORTOLA ELEM",6085336
"ORANGE","WOODBURY ELEMENTARY",6085344
"ORANGE","SANTIAGO ELEM",6085351
"ORANGE","JEANE THORMAN ELEMENTARY",6085369
"LOS ANGELES","LEAL ELEM",6085609
"LOS ANGELES","GONSALVES  - JOE A -  ELEMENTARY",6085617
"ORANGE","TOPAZ ELEM",6085633
"ORANGE","GLENVIEW ELEMENTARY",6085641
"LOS ANGELES","LUPIN HILL ELEMENTARY",6085658
"LOS ANGELES","EAST SVG SCH & PAU",6085757
"SANTA CLARA","OAK RIDGE ELEMENTARY",6088306
"FRESNO","KING ELEMENTARY",6088546
"FRESNO","FUSD STARR ELEMENTARY",6088934
"FRESNO","SUNSET ELEMENTARY",6088942
"FRESNO","GREAT WESTERN ELEM",6088959
"CALAVERAS","ALBERT A MICHELSON ELEMENTARY",6088975
"SAN DIEGO","DEL MAR HILLS ELEMENTARY",6088983
"SAN DIEGO","DEL RIO ELEMENTARY",6088991
"SAN DIEGO","LA MIRADA ELEMENTARY",6089007
"SAN DIEGO","ERICSON ELEM",6089015
"SAN DIEGO","HICKMAN ELEM",6089023
"SAN DIEGO","SANDBURG ELEM",6089049
"SAN DIEGO","TIERRASANTA ELEM",6089056
"SAN DIEGO","WALKER ELEM",6089064
"BUTTE","HONCUT ELEM",6089080
"BUTTE","PARADISE PS & K",6089098
"CONTRA COSTA","TWIN CREEKS ELEM",6089130
"LOS ANGELES","LEFFINGWELL ELEMENTARY",6089148
"GLENN","PRINCETON ELEMENTARY",6089262
"SANTA CLARA","CHERRYWOOD ELEM",6089288
"ALAMEDA","BROOKVALE ELEMENTARY",6089320
"ALAMEDA","RANCHO LAS POSITAS EL",6089338
"ALAMEDA","CABELLO (REFUGIO M) E",6089346
"ALAMEDA","BURBANK (LUTHER) ELEM",6089353
"ALAMEDA","VINTAGE HILLS ELEM",6089361
"MONTEREY","OAK AVENUE ELEMENTARY",6089387
"NEVADA","GRIZZLY HILL ELEM",6089403
"ORANGE","CULVERDALE ELEMENTARY",6089429
"ORANGE","COLLEGE PARK ELEM",6089437
"ORANGE","GREENTREE ELEMENTARY",6089445
"ORANGE","CASTILLE ELEM",6089452
"ORANGE","ROY O ANDERSEN ELEMENTARY",6089460
"ORANGE","MONTEVIDEO ELEM",6089494
"ORANGE","GLEN YERMO ELEMENTARY",6089502
"SAN FRANCISCO","CHINESE EDUCATION CTR",6089569
"SAN FRANCISCO","FILPINO EDUCATION CTR",6089577
"SAN FRANCISCO","MISSION EDUCATION CENTER",6089585
"ALAMEDA","WARWICK ELEMENTARY",6089619
"SAN BERNARDINO","MESA GRANDE ELEM",6089643
"LOS ANGELES","FISHBURN AVENUE ELEMENTARY",6089700
"SAN FRANCISCO","ROOFTOP ELEM",6089775
"ALAMEDA","DONALD D LUM ELEMENTARY",6090005
"ALAMEDA","EDISON ELEM",6090013
"ALAMEDA","FRANK OTIS ELEMENTARY",6090021
"ALAMEDA","FRANKLIN ELEM",6090039
"ALAMEDA","HENRY HAIGHT ELEMENTARY",6090047
"ALAMEDA","LONGFELLOW ELEM",6090062
"ALAMEDA","MILLER (GEORGE P) ELE",6090088
"ALAMEDA","WASHINGTON ELEM",6090104
"ALAMEDA","PADEN ELEM",6090120
"ALAMEDA","WOODSTOCK ELEM",6090138
"ALAMEDA","CORNELL ELEM",6090146
"ALAMEDA","ROSA PARKS ENVIRONMENTAL SCIENCE MAGNET",6090187
"ALAMEDA","CRAGMONT ELEM",6090195
"ALAMEDA","EMERSON ELEMENTARY",6090211
"ALAMEDA","CITY OF FRANKLIN ELEM",6090229
"ALAMEDA","JEFFERSON PRIMARY",6090252
"ALAMEDA","LECONTE ELEMENTARY",6090278
"ALAMEDA","MALCOLM X ELEMENTARY",6090286
"ALAMEDA","OXFORD ELEMENTARY",6090302
"ALAMEDA","THOUSAND OAKS ELEMENTARY",6090310
"ALAMEDA","WASHINGTON ELEMENTARY",6090328
"ALAMEDA","CASTRO VALLEY ELEM",6090351
"ALAMEDA","CHABOT ELEMENTARY",6090369
"ALAMEDA","INDEPENDENT ELEM",6090393
"ALAMEDA","MARSHALL ELEMENTARY",6090401
"ALAMEDA","PALOMARES ELEM",6090419
"ALAMEDA","PROCTOR ELEMENTARY",6090435
"ALAMEDA","STANTON ELEM",6090468
"ALAMEDA","VANNOY ELEMENTARY",6090484
"ALAMEDA","ANNA YATES ELEMENTARY",6090492
"ALAMEDA","JOSHUA CHADBOURNE ELEMENTARY",6090526
"ALAMEDA","MISSION SAN JOSE ELEMENTARY",6090534
"ALAMEDA","OLIVEIRA ELEM",6090542
"ALAMEDA","STEVEN MILLARD ELEMENTARY",6090559
"ALAMEDA","EDEN GARDENS ELEM",6090583
"KERN","GOLDEN OAK ELEMENTARY",6090591
"MONTEREY","TORO PARK ELEMENTARY",6092688
"TULARE","LINWOOD ELEM",6092795
"LOS ANGELES","SUMAC ELEMENTARY",6093025
"SANTA CLARA","VINCI PARK ELEMENTARY",6093041
"SANTA CLARA","PARKVIEW ELEM",6093066
"SANTA CLARA","LOS ALAMITOS ELEM",6093074
"SANTA CLARA","GRAYSTONE ELEM",6093082
"SANTA CLARA","CARSON (RACHEL) ELEM",6093090
"SANTA CLARA","RANDOL (JAMES) ELEM",6093108
"SONOMA","APPLE BLOSSOM",6093140
"VENTURA","CYPRESS ELEM",6093165
"VENTURA","WESTLAKE HILLS ELEM",6093181
"SAN DIEGO","SEVICK SPECIAL EDUCAT",6093199
"SAN DIEGO","SUNSET HILLS ELEM",6093231
"SAN DIEGO","MILLER ELEMENTARY",6093256
"SAN DIEGO","SUNSET ELEMENTARY",6093264
"SOLANO","ELMIRA ELEM",6093405
"LOS ANGELES","WITTMANN  - HELEN -  ELEMENTARY",6093447
"LOS ANGELES","NIXON ELEM",6093454
"SAN FRANCISCO","SF COMMUNITY ALT",6093488
"SAN FRANCISCO","GEORGE W CARVER ELEM",6093496
"STANISLAUS","CAPISTRANO ELEM",6093504
"STANISLAUS","SONOMA ELEMENTARY",6093512
"LOS ANGELES","SANTA MONICA ALTERNATIVE  - K - 8 - ",6093538
"LOS ANGELES","BUFFUM REG & SPEC ED",6093769
"LOS ANGELES","MOKLER PAU",6094031
"LOS ANGELES","CAMPBELL PAU, SPECIAL",6094221
"TULARE","FRANCIS J WHITE LRNG",6094569
"ORANGE","DEL OBISPO ELEMENTARY",6094619
"ORANGE","COURREGES (ROCH) ELEM",6094635
"ORANGE","RALPH E HAWES ELEMENTARY",6094643
"ORANGE","LOMARENA ELEM",6094668
"ORANGE","SAN JOAQUIN ELEMENTARY",6094676
"ORANGE","VISTA VERDE ELEM",6094718
"LOS ANGELES","COMMUNITY MAGNET CHARTER ELEMENTARY",6094726
"SONOMA","LA FIESTA ELEM",6094841
"SUTTER","LINCREST (APHASIC)",6094882
"SAN BERNARDINO","JASPER ELEM",6094940
"BUTTE","WYANDOTTE ACADEMY",6094957
"SAN DIEGO","PENCE (HOWARD) ELEM",6094973
"KERN","CHARLES H CASTLE ELEMENTARY",6095012
"SAN DIEGO","TIFFANY (BURTON C) EL",6095020
"SAN DIEGO","OTAY ELEM",6095038
"SAN DIEGO","PARK DALE LANE ELEM",6095046
"SAN DIEGO","TIERRA BONITA ELEM",6095053
"ORANGE","MOULTON ELEMENTARY",6095087
"ORANGE","MOFFETT (S A) ELEM",6095111
"ORANGE","LOS NARANJOS ELEM",6095129
"ORANGE","FRANKLIN ELEM",6095152
"ORANGE","LINDA VISTA ELEMENTARY",6095160
"SACRAMENTO","COLEMAN ELEM",6095178
"SAN BENITO","SPRING GROVE PRIMARY",6095202
"SAN JOAQUIN","MABLE BARRON ELEM",6095210
"SAN JOAQUIN","WALTON SPECIAL CTR",6095236
"EL DORADO","SIERRA HOUSE ELEMENTARY",6095301
"SANTA CLARA","BROOKTREE ELEM",6095335
"SANTA CLARA","MAJESTIC WAY ELEM",6095343
"SANTA CLARA","SUMMERDALE ELEM",6095350
"ALAMEDA","MARIN ELEMENTARY",6095376
"SANTA CLARA","LOS PASEOS ELEM",6095392
"SANTA CLARA","BALDWIN (JULIA) ELEM",6095400
"LOS ANGELES","MEADOWS ELEMENTARY",6095442
"SONOMA","HIDDEN VALLEY ELEMENTARY SATELLITE",6095459
"LOS ANGELES","CYRUS J MORRIS ELEMENTARY",6095467
"STANISLAUS","COFFEE (STOCKARD) ELEM",6095517
"LOS ANGELES","LINDA VERDE PAU",6095699
"VENTURA","SAN MIGUEL ELEM",6095905
"SANTA BARBARA","OPEN ALT ELEM",6095962
"SANTA CLARA","JOHN J MONTGOMERY ELEMENTARY",6095988
"CONTRA COSTA","GREENBROOK ELEMENTARY",6096036
"ORANGE","RANCHO CANADA ELEMENTARY",6096044
"SAN DIEGO","HANCOCK ELEM",6096051
"ORANGE","BARCELONA HILLS ELEM",6096093
"KERN","ROSEDALE - NORTH ELEM",6096127
"SACRAMENTO","JAMES MARSHALL ELEMENTARY",6096150
"SACRAMENTO","GENEVIEVE DIDION ELEM",6096168
"ORANGE","DEERFIELD ELEMENTARY",6096184
"ORANGE","WESTWOOD BASICS PLUS",6096192
"ORANGE","STONE CREEK ELEMENTARY",6096200
"CONTRA COSTA","RIO VISTA ELEM",6096226
"CONTRA COSTA","GEHRINGER ELEMENTARY",6096234
"SAN BERNARDINO","LINCOLN OCH/ KDGN",6096283
"SAN LUIS OBISPO","BAYWOOD ELEM",6096325
"ORANGE","IMPERIAL ELEMENTARY",6096333
"LASSEN","SIERRA PRIMARY",6096341
"SAN DIEGO","SAN ONOFRE",6096515
"ALAMEDA","LA ESCUELITA ELEMENTARY",6096523
"SACRAMENTO","MARIAN ANDERSON ELEM",6096648
"SACRAMENTO","WASHINGTON ELEM",6096655
"YOLO","ZAMORA ELEM",6096671
"SONOMA","WILSON (J X) ELEM",6096721
"VENTURA","LOS SENDEROS OPEN",6096820
"VENTURA","LOS PRIMEROS ELEM",6096838
"SAN DIEGO","DAILARD ELEM",6096879
"SAN DIEGO","IOWA STREET SCH",6096911
"KERN","CLAUDE RICHARDSON CEN",6096952
"KERN","STOCKDALE ELEMENTARY",6096986
"RIVERSIDE","VAIL ELEMENTARY",6096994
"ORANGE","WOODSBORO ELEMENTARY",6097000
"ORANGE","TYNES (JOHN O) ELEM",6097018
"FRESNO","MIRAMONTE ELEMENTARY",6097026
"VENTURA","PORTOLA ELEM",6097034
"ORANGE","BONITA CANYON ELEMENTARY",6097042
"SONOMA","EVERGREEN ELEM",6097059
"SACRAMENTO","GOLDEN EMPIRE ELEMENTARY",6097083
"BUTTE","SPECIAL EDUCATION",6097125
"CONTRA COSTA","LUPINE HILLS ELEM",6097141
"CONTRA COSTA","MONTEVIDEO ELEMENTARY",6097158
"SAN DIEGO","POTRERO ELEM",6097190
"SAN DIEGO","ROLLING HILLS ELEM",6097208
"SAN DIEGO","CHAPARRAL ELEMENTARY",6097216
"IMPERIAL","IMPERIAL VALLEY CTR F",6097281
"NEVADA","DEER CREEK ELEMENTARY",6097315
"ORANGE","ANAHEIM HILLS ELEMENTARY",6097364
"ORANGE","LA MADERA ELEM",6097372
"ORANGE","HAROLD AMBUEHL ELEMENTARY",6097398
"SANTA CLARA","TAYLOR (BERTHA) ELEM",6097430
"ALAMEDA","SUNSET ELEMENTARY",6097661
"SHASTA","HAPPY VALLEY PRIMARY",6097703
"ALAMEDA","BERKELEY ARTS MAGNET AT WHITTIER",6097729
"STANISLAUS","LAKEWOOD ELEM",6097752
"SAN JOAQUIN","HERITAGE ELEM",6097760
"SAN JOAQUIN","VALENZUELA (RICHARD)",6097794
"SACRAMENTO","WOODSIDE K - 8",6097810
"SAN FRANCISCO","NEW TRADITIONS CTR",6097919
"LOS ANGELES","OPEN CHARTER MAGNET",6097927
"SOLANO","SIERRA VISTA ELEM",6097943
"SOLANO","ORCHARD ELEMENTARY",6097950
"SAN JOAQUIN","VICTOR ELEM",6098057
"STANISLAUS","SIPHERD (CHRISTINE) ELEM",6098180
"SANTA CLARA","JACKSON ELEM",6098263
"SANTA CLARA","PARADISE VALLEY ELEM",6098271
"STANISLAUS","EISENHUT (GEORGE) ELEM",6098297
"SAN BERNARDINO","DICKSON ELEM",6098347
"SAN BERNARDINO","CORTEZ ELEM",6098354
"SAN BERNARDINO","ANNA (BORBA) ELEM",6098362
"SAN DIEGO","LOMA ELEM",6098446
"SAN DIEGO","NICOLOFF (GEORGE) ELE",6098487
"ORANGE","CARL HANKEY ELEMENTARY",6098495
"SAN BERNARDINO","FLOYD M STORK ELEMENTARY",6098503
"ORANGE","SANTIAGO HILLS ELEMENTARY",6098529
"ORANGE","LA TIERRA ELEM",6098545
"ORANGE","MUIR FUNDAMENTAL",6098552
"SAN BERNARDINO","YVONNE HARMON DCH",6098560
"CONTRA COSTA","FOOTHILL ELEMENTARY",6098578
"PLACER","CREEKSIDE OAKS ELEMENTARY",6098610
"SAN JOAQUIN","SKILLS STOCKTON",6098651
"SAN JOAQUIN","KOHL (HERBERT R) OPEN",6098677
"EL DORADO","GREEN VALLEY ELEMENTARY",6098693
"SACRAMENTO","FLORENCE MARKOFER ELEMENTARY",6098743
"SACRAMENTO","PRAIRIE ELEMENTARY",6098750
"LOS ANGELES","HUDNALL  - CLAUDE -  ELEMENTARY",6098768
"VENTURA","DEAN TRIGGS SCH (MH)",6098784
"VENTURA","DOUGLAS PENFIELD SCH",6098792
"LOS ANGELES","IMPERIAL PAU",6098859
"LOS ANGELES","FAIR VALLEY PAU",6098974
"YUBA","BROWNS VALLEY ELEMENTARY",6099014
"LOS ANGELES","COLLEGE VIEW",6099022
"LOS ANGELES","WILLOW ELEM",6099030
"SAN DIEGO","DOYLE ELEM",6099055
"SAN DIEGO","JERABEK ELEMENTARY",6099071
"SAN DIEGO","VISTA GRANDE ELEM",6099089
"NEVADA","OAK TREE COMMUNITY CH",6099113
"SAN FRANCISCO","MOSCONE (GEORGE R) ELEMENTARY",6099154
"RIVERSIDE","WOODCREST ELEMENTARY",6099188
"SAN BERNARDINO","DONA MERCED ELEM",6099204
"SONOMA","HAHN (MARGUERITE) ELE",6099246
"SAN DIEGO","KELLY ELEM",6099352
"SAN DIEGO","FLORA VISTA ELEMENTARY",6099402
"KERN","LOUISE SANDRINI ELEMENTARY",6099436
"SAN DIEGO","SUNDANCE ELEM",6099444
"SANTA CLARA","HAYES ELEM",6099451
"IMPERIAL","KENNEDY GARDENS",6099485
"SOLANO","GRACE PATTERSON ELEMENTARY",6099667
"SAN DIEGO","NICOLAYSEN CTR SPEC E",6099675
"YOLO","CLAYTON (JOHN) KINDER",6099691
"CONTRA COSTA","OHLONE ELEMENTARY",6099717
"SACRAMENTO","ABRAHAM LINCOLN ELEM",6099808
"ORANGE","GREENVILLE FUNDAMENTAL ELEMENTARY",6099816
"LOS ANGELES","MAPLE HILL ELEM",6100309
"ORANGE","EASTSHORE ELEMENTARY",6100317
"VENTURA","LEMONWOOD ELEM",6100333
"SAN JOAQUIN","OAKWOOD ELEM",6100341
"SAN JOAQUIN","PARKLANE ELEM",6100366
"ALAMEDA","AMELIA EARHART ELEMENTARY",6100374
"STANISLAUS","MAGNOLIA ELEMENTARY",6100390
"FRESNO","LINCOLN ELEMENTARY",6100408
"SACRAMENTO","AMERICAN LAKES ELEMENTARY",6100432
"SOLANO","SUISUN ELEM",6100754
"ORANGE","GRANT (MARGARET S) EL",6100762
"MADERA","WEBSTER ELEM WEBSTER",6100820
"ORANGE","ALDERWOOD ELEMENTARY",6100838
"SONOMA","CRANE (RICHARD) ELEM",6100853
"ORANGE","NORTHWOOD ELEMENTARY",6100861
"SAN BERNARDINO","KINGSTON ELEMENTARY",6100937
"CONTRA COSTA","BOLLINGER CANYON ELEMENTARY",6100952
"NEVADA","COTTAGE HILL ELEMENTARY",6101018
"SAN BERNARDINO","ALICE BIRNEY ELEM",6101034
"ORANGE","DEL LAGO ELEMENTARY",6101059
"FRESNO","AYER",6101091
"FRESNO","FORKNER ELEMENTARY",6101109
"LOS ANGELES","DECKER ELEMENTARY",6101133
"SAN BERNARDINO","DICKEY (LEVI) ELEM",6101513
"KERN","QUAILWOOD ELEMENTARY",6101588
"ALAMEDA","PIONEER ELEMENTARY",6101604
"SHASTA","TURTLE BAY",6101612
"SAN BERNARDINO","DEER CANYON ELEM",6101706
"SAN BERNARDINO","DEER CANYON ELEMENTARY",6101786
"SAN DIEGO","VISTA GRANDE ELEM",6101794
"MONTEREY","FRANK PAUL ELEMENTARY",6101802
"SACRAMENTO","FEICKERT ELLEN ELEM",6101844
"SAN BERNARDINO","CHEMEHUEVI VALLEY",6101885
"ORANGE","BREA COUNTRY HILLS ELEMENTARY",6101901
"SAN BERNARDINO","6TH STREET PREP SCHOO",6101927
"CONTRA COSTA","DISCOVERY BAY ELEMENTARY",6101943
"FRESNO","COX ELEM",6101984
"FRESNO","LAWLESS ELEMENTARY",6102016
"SANTA CLARA","EVERGREEN ELEM SCH",6102081
"SAN FRANCISCO","CLAIRE LILIENTHAL",6102479
"RIVERSIDE","JULIUS CORSINI ELEMENTARY",6102560
"ORANGE","BRYWOOD ELEM",6102719
"RIVERSIDE","BUTTERFIELD ELEM",6102735
"STANISLAUS","BROWN (WALTER)",6102743
"SAN DIEGO","NORTH BROADWAY ELEM",6102750
"ORANGE","FREDERICK REMINGTON ELEMENTARY",6102875
"SAN BERNARDINO","TOKAY ELEM",6102933
"SAN MATEO","ORION ELEM",6102941
"SAN BERNARDINO","ROLLING RIDGE ELEM",6102974
"SOLANO","CAMBRIDGE ELEMENTARY",6103154
"SAN BERNARDINO","MAPLE ELEM",6103337
"LOS ANGELES","STANLEY G OSWALT ACADEMY",6103352
"MARIPOSA","LAKE DON PEDRO ELEM",6103477
"RIVERSIDE","BUTTERFIELD ELEMENTARY",6103501
"RIVERSIDE","SUNNYMEADOWS ELEM",6103519
"IMPERIAL","FREMONT PRIMARY",6103535
"SACRAMENTO","TRAJAN ELEM",6103816
"MADERA","SIERRA VIEW ELEMENTARY",6103824
"SAN JOAQUIN","CLAUDIA LANDEEN",6104020
"SAN JOAQUIN","CREEKSIDE ELEMENTARY",6104038
"SAN BERNARDINO","MOJAVE MESA ELEM",6104400
"SAN JOAQUIN","CLAIRMONT ELEM",6104426
"RIVERSIDE","HAYMAN (JEAN) ELEM",6104442
"SAN BERNARDINO","HERMOSA ELEM",6104475
"RIVERSIDE","SKY COUNTRY ELEMENTARY",6104491
"SAN BENITO","CALAVERAS ELEM",6104509
"SAN BERNARDINO","BEAR GULCH ELEMENTARY",6104525
"SAN JOAQUIN","HAFLEY (NEIL) ELEM",6104533
"ALAMEDA","TYRRELL ELEMENTARY",6104566
"RIVERSIDE","RAMONA ELEMENTARY",6104582
"MENDOCINO","SHERWOOD ELEM",6104590
"FRESNO","MOUNTAIN VIEW ELEM",6104624
"KERN","SING LUM ELEMENTARY",6104632
"SAN JOAQUIN","WASHINGTON ELEM",6104665
"SAN FRANCISCO","DREW (CHARLES R) ELEM",6104673
"STANISLAUS","PERKINS (MILDRED) ELE",6104715
"ALAMEDA","ARDENWOOD ELEMENTARY",6104723
"SACRAMENTO","JEFFERSON ELEM",6104731
"KERN","PIUTE MOUNTAIN",6104772
"LOS ANGELES","NINTH STREET ELEMENTARY",6104814
"LOS ANGELES","SUNRISE ELEMENTARY",6104822
"ALAMEDA","JOHN MUIR ELEM",6105316
"SONOMA","GOLD RIDGE ELEM",6105332
"TULARE","CYPRESS ELEM",6105381
"LOS ANGELES","TWIN LAKES ELEMENTARY",6105407
"KERN","GOLDEN HILLS ELEMENTARY",6105415
"KERN","LAURELGLEN ELEM",6105423
"SAN BERNARDINO","CREEK VIEW ELEM",6105449
"LAKE","COBB MOUNTAIN ELEMENTARY",6105456
"MONTEREY","GABILAN",6105472
"SAN BERNARDINO","COTTONWOOD ELEM",6105498
"TULARE","OAK GROVE",6105506
"RIVERSIDE","HONEY HOLLOW ELEMENTARY",6105514
"BUTTE","PINE RIDGE",6105522
"SAN DIEGO","DUKES (JAMES) ELEM",6105555
"RIVERSIDE","INNOVATIVE HORIZONS CHARTER",6105571
"SAN BERNARDINO","YUCCA MESA ELEM",6105589
"LOS ANGELES","CACTUS SCH",6105613
"LOS ANGELES","DESERT ROSE",6105621
"MERCED","ALLAN PETERSON ELEMENTARY",6105647
"STANISLAUS","ETHEL A PEARSON",6105662
"STANISLAUS","HARRIET KIRSCHEN",6105670
"SAN BERNARDINO","HELEN L DOLLAHAN ELEMENTARY",6105704
"SAN JOAQUIN","PACIFIC",6105738
"FRESNO","MIGUEL HIDALGO ELEMENTARY",6105746
"LOS ANGELES","SILVER SPUR",6105779
"SANTA CLARA","MILLBROOK ELEM",6105787
"SANTA CLARA","WINDMILL SPRINGS ELEMENTARY",6105795
"NEVADA","ALTA SIERRA ELEMENTARY",6105811
"RIVERSIDE","INDIAN HILLS ELEM",6105837
"MERCED","LEONTINE GRACEY ELEMENTARY",6105852
"SAN BERNARDINO","LIBERTY ELEM",6105860
"LOS ANGELES","BITELY  - ARLENE -  ELEMENTARY",6105886
"MONTEREY","DEL MONTE",6105894
"SACRAMENTO","CARRIAGE DRIVE",6105910
"SACRAMENTO","OTTOMON WAY ELEMENTARY",6105928
"SAN BERNARDINO","BIG BEAR ELEM",6105936
"MADERA","BERENDA ELEMENTARY",6105951
"LOS ANGELES","LAKE LOS ANGELES ELEM",6105969
"SACRAMENTO","RIDGEPOINT ELEMENTARY",6105985
"SAN DIEGO","LA COSTA MEADOWS ELEM",6105993
"ORANGE","TRAVIS RANCH",6106009
"RIVERSIDE","RANCHO ELEM",6106017
"SAN DIEGO","RANCHO SAN DIEGO ELEM",6106025
"VENTURA","DWIRE HOLLYWOOD BEACH",6106033
"RIVERSIDE","SERRANO ELEMENTARY",6106041
"RIVERSIDE","SUGAR HILL ELEMENTARY",6106066
"RIVERSIDE","S CHRISTA MCAULIFFE ELEMENTARY",6106074
"RIVERSIDE","HARRY S TRUMAN ELEMENTARY",6106082
"PLACER","GEORGE SARGEANT ELEMENTARY",6106108
"SAN DIEGO","VALLEY CTR PRIMARY",6106124
"SAN DIEGO","LA COSTA HEIGHTS",6106132
"SAN DIEGO","SOLANA HIGHLANDS ELEM",6106140
"NEVADA","MARGARET G SCOTTEN ELEMENTARY",6106157
"ORANGE","JOSE ANDRES SEPULVEDA",6106165
"SAN DIEGO","BETHUNE K - 8",6106173
"SAN DIEGO","ZAMORANO ELEM",6106199
"RIVERSIDE","DELLA S LINDLEY ELEMENTARY",6106207
"TULARE","GOLDEN OAK ELEM",6106249
"SAN DIEGO","SHADOW HILLS ELEM",6106256
"SAN DIEGO","RAMONA COMMUNITY SCHO",6106264
"LOS ANGELES","DAISY GIBSON ELEMENTARY",6106272
"SAN JOAQUIN","WESTON ELEM",6106322
"SACRAMENTO","ISABELLE JACKSON ELEMENTARY",6106355
"SOLANO","OAKBROOK ELEM",6106405
"LOS ANGELES","COLUMBIA ELEMENTARY",6106421
"VENTURA","CAMPUS CANYON ELEMENTARY",6106439
"VENTURA","MOUNTAIN MEADOWS ELEMENTARY",6106447
"SAN BERNARDINO","LIME STREET ELEMENTARY",6106454
"SOLANO","JOE HENDERSON ELEM",6106462
"SAN BERNARDINO","LOCUST ELEM",6106470
"SAN JOAQUIN","VILLALOVOZ ELEM",6106488
"SAN DIEGO","HOPE ELEM",6106512
"SAN DIEGO","CANYON VIEW ELEM",6106520
"SAN BERNARDINO","SAMUEL W SIMPSON ELEMENTARY",6106538
"SAN DIEGO","REYNOLDS ELEM",6106546
"TULARE","PLEASANT ELEM",6106553
"SAN BERNARDINO","MOJAVE VISTA ELEM",6106587
"SAN BERNARDINO","WINDROWS ELEM",6106595
"SAN BERNARDINO","COYOTE CANYON",6106603
"SAN BERNARDINO","LITEL ELEMENTARY",6106611
"SAN BERNARDINO","EAGLE CANYON ELEM",6106629
"LOS ANGELES","BELLEVUE PRIMARY",6106637
"LOS ANGELES","ARCO IRIS",6106645
"FRESNO","GETTYSBURG ELEM",6106660
"EL DORADO","INDIAN CREEK ELEMENTARY",6106678
"TEHAMA","WILLIAM M METTEER ELEMENTARY",6106686
"SAN BERNARDINO","WESTSIDE PARK ELEMENTARY",6106694
"SAN BERNARDINO","CHAPARRAL ELEM",6106702
"SAN BERNARDINO","BALDY MESA ELEMENTARY",6106710
"RIVERSIDE","VALLE VISTA ELEM",6106728
"SAN LUIS OBISPO","SPECIAL EDUC SER (SOU",6106769
"MONTEREY","DEL REY ELEMENTARY",6106777
"LOS ANGELES","VISTA SAN GABRIEL ELE",6106785
"LOS ANGELES","JOSHUA HILLS ELEMENTARY",6106793
"ORANGE","BERGESON (MARIAN) ELE",6106801
"ORANGE","TRUMAN BENEDICT ELEMENTARY",6106819
"SAN BERNARDINO","FRIENDLY HILLS ELEM",6106827
"RIVERSIDE","CAMINO REAL ELEMENTARY",6106835
"RIVERSIDE","SUNNYSLOPE ELEM",6106843
"ORANGE","MEADOW PARK ELEMENTARY",6106850
"RIVERSIDE","AVAXAT ELEMENTARY",6106868
"LOS ANGELES","CHARLES HELMERS ELEMENTARY",6106876
"RIVERSIDE","DE ANZA ELEM",6106884
"SACRAMENTO","CARL H SUNDAHL ELEMENTARY",6106892
"LOS ANGELES","CHAPARRAL ELEM",6106900
"LOS ANGELES","QUAIL SUMMIT ELEMENTARY",6106918
"ORANGE","TRABUCO MESA ELEM",6106926
"STANISLAUS","SISK ELEM",6106934
"RIVERSIDE","CREEKSIDE ELEMENTARY",6106942
"MONTEREY","VIRGINIA ROCCA BARTON",6106959
"RIVERSIDE","CHAPARRAL HILLS ELEMENTARY",6106967
"IMPERIAL","BLANCHE CHARLES ELEMENTARY",6106975
"ALAMEDA","WEIBEL ELEM",6106983
"SANTA CLARA","KELLEY (ROD) ELEM",6106991
"SANTA BARBARA","BATTLES ELEM",6107007
"STANISLAUS","MARTONE ELEM",6107023
"SAN DIEGO","ALAMOSA PARK ELEM",6107031
"LOS ANGELES","PIO PICO ELEM",6107064
"RIVERSIDE","CLOVERDALE ELEM",6107080
"MADERA","ALPHA ELEMENTARY",6107122
"SAN DIEGO","KNOB HILL ELEMENTARY",6107148
"SAN BERNARDINO","HUGHBANKS (ELIZ) ELEM",6107155
"YOLO","WOODLAND PRAIRIE ELEM",6107163
"LOS ANGELES","VALENCIA VALLEY ELEMENTARY",6107171
"RIVERSIDE","RAILROAD CANYON",6107189
"LOS ANGELES","PINETREE COMMUNITY ELEMENTARY",6107205
"SACRAMENTO","MARTIN LUTHER KING EL",6107239
"RIVERSIDE","SPARKMAN (JOAN F) ELE",6107247
"TULARE","LINCOLN ELEM",6107262
"SAN BERNARDINO","OAKRIDGE ELEM",6107270
"SAN BERNARDINO","NEWMAN ELEM",6107288
"RIVERSIDE","PROMENADE ELEMENTARY",6107304
"SAN BENITO","CERRA VISTA ELEM",6107338
"SAN BERNARDINO","SANDIA ELEM",6107346
"LOS ANGELES","LIVE OAK ELEMENTARY",6107353
"EL DORADO","BLUE OAK ELEMENTARY",6107361
"TULARE","LOS ROBLES ELEM",6107379
"LOS ANGELES","MONTARA AVENUE ELEMENTARY",6107403
"LOS ANGELES","TERESA HUGHES ELEMENTARY",6107411
"SAN JOAQUIN","MCPARLAND (GEORGE) AN",6107429
"TUOLUMNE","SULLIVAN CREEK",6107445
